metadata: addition UID,metadata: file URL,metadata: collection,metadata: ms ID,metadata: shelfmark,metadata: ms type,metadata: part name,metadata: partID,overview: additions,locus: locus,locus: from,locus: to,people: author name(s),people: author ID(s),people: scribe name(s),people: scribe ID(s),people: signer name(s),people: signer ID(s),people: former owner name(s),people: former owner ID(s),people: other person name(s),people: other person ID(s),bibliography: bibl(s),bibliography: title(s),bibliography: ref(s),bibliography: ref URI(s)
King's Pote 56_addition_2,manuscript_12184,,King's Pote 56,,manuscript,,Kings_56,"Notes concerning codex: The date 829/1425 makes this the earliest copy of the work. See p.136 of ""Two 17th-Century Prose Renditions of the Barzuname: The Story of Barzu, Son of Sohrab, in the Ehya' al-Moluk and in the Tarikh-e Shamshirkhani"" by Gabrielle van den Berg (2011) (where the manuscript reference is wrongly given as King's Pote 156).",,,,,,,,,,,,,,,,"""Two 17th-Century Prose Renditions of the Barzuname: The Story of Barzu, Son of Sohrab, in the Ehya' al-Moluk and in the Tarikh-e Shamshirkhani""",https://uu.diva-portal.org/smash/get/diva2:790240/FULLTEXT01.pdf#page=136
King's Pote 6_addition_1,manuscript_12188,,King's Pote 6,,manuscript,,Kings_6,"Flyleaf: an English note in the hand of Henry Bradshaw gives details of the collation (of quires). F.1r: inspection notes (one dated 1069) and 9 seals including those of a slave of Shāhjahān and of ʿInāyat Allāh Khān (oval) and of ʿInāyat Khān Shāhjahānī, 1068 (circular) and of Luṭf Allāh. F.191v: two seals, both dated 1063: Iʿtimād, slave of Shāhjahān), and Kamāl al-dīn Ḥusayn al-Mūsavī, follower of Shāhjahān. For Iʿtimād Khān and then ʿInāyat Khān serving as superintendents of the Mughal royal library, see p.255 of J. Seyller, ""The Inspection and Valuation of Manuscripts in the Imperial Mughal Library"", Artibus Asiae, Vol. 57 (1997). The manuscript contains occasional marginal notes (including siglum letter ṣād). F.191v: an English note in the hand of Henry Bradshaw states that Aa 8 is wanting.",,,,,,,,,,Shāhjahān; Shāhjahān,person_13108102,,,,"Artibus Asiae,",,
King's Pote 6_addition_2,manuscript_12188,,King's Pote 6,,manuscript,,Kings_6,The colophon states that the manuscript was collated as much as possible.,,,,,,,,,,,,,,,,,
King's Pote 61_addition_1,manuscript_12190,,King's Pote 61,,manuscript,,Kings_61,"Notes concerning codex: Inserted among the folios of the codex there is a letter in English with notes by Serge d'Oldenburg [of Leningrad] dated (18)88 concerning: ""This is a Persian version of the Sanscrit ... or 25 Tales of a Demon told by him to Vikramaditya …"".",,,,,,,,,,,,,,,,,
King's Pote 62(1)_addition_1,manuscript_12191,,King's Pote 62(1),,manuscript,,Kings_62_1,The seal of Polier is found on the first folio (the table of contents) and on the first folio of the work itself.,,,,,,,,,,,,,,,,,
King's Pote 63_addition_1,manuscript_12193,,King's Pote 63,,manuscript,,Kings_63,F.1r: a small seal (Muḥammad Ẓafar). The manuscript contains marginal notes.,,,,,,,,,,,,,,,,,
King's Pote 64_addition_1,manuscript_12194,,King's Pote 64,,manuscript,,Kings_64,F.1r: a seal has been erased. The manuscript contains marginal notes.,,,,,,,,,,,,,,,,,
King's Pote 65(1)_addition_1,manuscript_12195,,King's Pote 65(1),,manuscript,,Kings_65_1,F.1r: the seal of Polier.,,,,,,,,,,,,,,,,,
King's Pote 69_addition_1,manuscript_12201,,King's Pote 69,,manuscript,,Kings_69,The manuscript contains numerous marginal notes.,,,,,,,,,,,,,,,,,
King's Pote 69_addition_2,manuscript_12201,,King's Pote 69,,manuscript,,Kings_69,Marks of collation.,,,,,,,,,,,,,,,,,
King's Pote 7_addition_1,manuscript_12202,,King's Pote 7,,manuscript,,Kings_7,Flyleaf: an English note in the hand of Henry Bradshaw gives details of the collation (of quires). F.1r: notes. F.1v: a seal dated 1103 (alongside the bismillah).,,,,,,,,,,,,,,,,,
King's Pote 70_addition_1,manuscript_12203,,King's Pote 70,,manuscript,,Kings_70,An inspection note dated last 20th Dhū al-Ḥijjah (12th Khordad) of year 11 [of some ruler's reign] reports on worm damage. Another note is accompanied by an erased seal. End flyleaf: a large circular seal. F.1r: two large circular seals.,,,,,,,,,,,,,,,,,
King's Pote 71_addition_1,manuscript_12204,,King's Pote 71,,manuscript,,Kings_71,Flyleaf: a note of acquisition. F.1r: the seal of Polier (1181) and also an acquisition note dated 1152 (yr 22 of Muḥammad Shāh).,,,,,,,,,,,,,,,,,
King's Pote 71_addition_2,manuscript_12204,,King's Pote 71,,manuscript,,Kings_71,Marks of collation.,,,,,,,,,,,,,,,,,
King's Pote 72_addition_1,manuscript_12205,,King's Pote 72,,manuscript,,Kings_72,"F.1r: numerous seals with inspection notes but mostly covered by another page of paper (legible with backlighting; including a possession note dated 1129). F.2r: four seals in the margins including a circular seal inscribed Murād mīkhāham az Muḥammad (""I seek satisfaction [of my petition] from Muḥammad"") and a circular seal for Muḥammad Ḥasan ibn Shaykh Muḥammad Yūsuf, dated 1084, alongside an inspection note dated 25 Muḥarram 1084, with another inspection note dated 5 Shaʿbān, year 16. F.17r: two identical circular seals (al-wāfiq al-qudūs..., dated 107*). The manuscript contains marginal notes.",,,,,,,,,,,,,,,,,
King's Pote 72_addition_2,manuscript_12205,,King's Pote 72,,manuscript,,Kings_72,Signs of collation.,,,,,,,,,,,,,,,,,
King's Pote 74_addition_1,manuscript_12207,,King's Pote 74,,manuscript,,Kings_74,F.1r: the seal of Polier.,,,,,,,,,,,,,,,,,
King's Pote 75_addition_1,manuscript_12208,,King's Pote 75,,manuscript,,Kings_75,Signs of collation at the start only.,,,,,,,,,,,,,,,,,
King's Pote 77_addition_1,manuscript_12210,,King's Pote 77,,manuscript,,Kings_77,F.1r: the seal of Polier (1181).,,,,,,,,,,,,,,,,,
King's Pote 78_addition_1,manuscript_12211,,King's Pote 78,,manuscript,,Kings_78,"F.1r: two circular seals (Muḥammad Amīn, year 42 of Muḥammad Aʿẓam Shāhī, i.e. Aurangzeb, 1110; Arshad Khān khānazāda-yi Shāh ʿĀlam Padshāh Ghazī , year 2, 1120) with inspection notes and one third of a page in the hand of the scribe. The same seal of Arshad Khān appears in King's 190. For a similar seal to that of Arshad Khān in manuscripts from the Mughal royal library (year 2, 1121), see pp.285-86, p.292, and elsewhere, of J. Seyller, ""The Inspection and Valuation of Manuscripts in the Imperial Mughal Library"", Artibus Asiae, Vol. 57 (1997). The seal in BL Or. 6810 is reproduced in fig. 7, p. 259 and the same seal appears in Chester Beatty Library Per. 257, http://www.cbl.ie/islamicseals/View-Seals/182.aspx. On p.321 of the same there is mention of a seal of Muḥammad Amīn Aʿẓam Shāhī in another royal manuscript.",,,,,,,,,,,,,,,"Artibus Asiae,",http://www.cbl.ie/islamicseals/View-Seals/182.aspx,http://www.cbl.ie/islamicseals/View-Seals/182.aspx
King's Pote 79_addition_1,manuscript_12212,,King's Pote 79,,manuscript,,Kings_79,Some erased seals.,,,,,,,,,,,,,,,,,
King's Pote 8_addition_1,manuscript_12213,,King's Pote 8,,manuscript,,Kings_8,"Flyleaf: an English note in the hand of Henry Bradshaw gives details of the collation (of quires). F.1r: notes in red and black; one states that the author is Mīr Muḥammad Bāqir Dāmād, then provides a list of 3 titles (of which only 2 are found in the codex - the second, اماضات, Īmāḍāt, is missing). An ownership note is dated 15 Rabīʿ I 1131. The manuscript contains numerous marginal notes, often signed ""12"".",,,,,,,,,,,,,,,"Īmāḍāt,",,
King's Pote 8_addition_2,manuscript_12213,,King's Pote 8,,manuscript,,Kings_8,Collated (marks of ṣaḥḥa and badl).,,,,,,,,,,,,,,,,,
King's Pote 80(1)_addition_1,manuscript_12214,,King's Pote 80(1),,manuscript,,Kings_80_1,F.93v: a seal alongside the colophon.,,,,,,,,,,,,,,,,,
King's Pote 80(1)_addition_2,manuscript_12214,,King's Pote 80(1),,manuscript,,Kings_80_1,Signs of collation.,,,,,,,,,,,,,,,,,
King's Pote 81(1)_addition_1,manuscript_12216,,King's Pote 81(1),,manuscript,,Kings_81_1,Flyleaf: a note says composed in 1027 in the reign of Jahangir.,,,,,,,,,,,,,,,,,
King's Pote 81(2)_addition_1,manuscript_12217,,King's Pote 81(2),,manuscript,,Kings_81_2,"Flyleaf: two seals of Polier, a common square one (1181) and a much larger circular seal (year 9) - for a sketch of the same among the five seals used by Polier, see Colas and Richard, ""Le fonds Polier à la Bibliothèque nationale"" (1984) p. 108.",,,,,,,,,,,,,,,,,
King's Pote 83_addition_1,manuscript_12220,,King's Pote 83,,manuscript,,Kings_83,Flyleaf: a small illegible seal.,,,,,,,,,,,,,,,,,
King's Pote 84_addition_1,manuscript_12221,,King's Pote 84,,manuscript,,Kings_84,"F.1r: eight seals with possession notes, including Polier's seal (1181). Numerous regnal dates (including year 22) presumably during the reign of Muḥammad Shāh (r. 1719 – 1748).",,,,,,,,,,,,,,,,,
King's Pote 85_addition_1,manuscript_12222,,King's Pote 85,,manuscript,,Kings_85,"F.1r: the seal of Polier (1181) and three others, one Sulṭān Muḥammad ʿĀdil Shāh of Bijapur (r. 1627-1657) - Dārad az luṭf-i ḥaqq sar afrāzī Sulṭān Muḥammad Shāh ghāzī-. For examples of the same royal seal in the British Library (IO Islamic 149 and Bijapur 207) see http://blogs.bl.uk/asian-and-african/2016/11/nasir-shahs-book-of-delights.html. Two other seals of ʿAbd al-Raḥīm Khān [see also King's 155] and of Mukhtār Khān. F.1r: a note indicates the manuscript originally had a black binding with gold inlaid turanj and corner pieces.",,,,,,,,,,Sulṭān Muḥammad ʿĀdil Shāh of Bijapur (r. 1627-1657),person_f5809,,,,,http://blogs.bl.uk/asian-and-african/2016/11/nasir-shahs-book-of-delights.html,http://blogs.bl.uk/asian-and-african/2016/11/nasir-shahs-book-of-delights.html
King's Pote 85_addition_2,manuscript_12222,,King's Pote 85,,manuscript,,Kings_85,Collation notes in pieces of paper attached to margins.,,,,,,,,,,,,,,,,,
King's Pote 86_addition_1,manuscript_12223,,King's Pote 86,,manuscript,,Kings_86,The manuscript contains numerous marginal notes. Browne: the notes at the end are in Malay.,,,,,,,,,,,,,,,,,
King's Pote 86_addition_2,manuscript_12223,,King's Pote 86,,manuscript,,Kings_86,Signs of collation.,,,,,,,,,,,,,,,,,
King's Pote 87_addition_1,manuscript_12224,,King's Pote 87,,manuscript,,Kings_87,Some signs of collation.,,,,,,,,,,,,,,,,,
King's Pote 88(1)_addition_1,manuscript_12225,,King's Pote 88(1),,manuscript,,Kings_88_1,"F.1r: three seals including those of Polier and Ashraf Khān Murīd Shāh ʿĀlamgīr, 1072. The third: Muḥammad Aḥsan Allāh Khān, 1163 (who bought the ms on 19 Shawwāl, yr 4 of Aḥmad Shāhī, i.e. 1164).",,,,,,,,,,,,,,,,,
King's Pote 88(3)_addition_1,manuscript_12227,,King's Pote 88(3),,manuscript,,Kings_88_3,"Last flyleaf: two seals: Polier's (1181) and that of al-Qādir (1057) with an inspection note dated 12 Dhū al-Ḥijjah, year 1 of ʿĀlamgīr’s reign (purchased from the heirs of Mirzā Ṣāḥib). F.1r: seal (Yā Muḥammad, 1120?) with a long note dated 28 Jumādā I 1157, written by Mirzā Muḥammad b. Muʿtamid Khān, stating that the manuscript has been collated. The manuscript contains marginal notes.",,,,,,,,,,,,,,,,,
King's Pote 88(3)_addition_2,manuscript_12227,,King's Pote 88(3),,manuscript,,Kings_88_3,Collation signs.,,,,,,,,,,,,,,,,,
King's Pote 9_addition_1,manuscript_12229,,King's Pote 9,,manuscript,,Kings_9,Flyleaf: a quire collation note in the same hand of Henry Bradshaw indicates that parts are missing at the start and at the end. Browne says it has many other lacunae.,,,,,,,,,,,,,,,,,
King's Pote 9_addition_2,manuscript_12229,,King's Pote 9,,manuscript,,Kings_9,Signs of collation.,,,,,,,,,,,,,,,,,
King's Pote 90_addition_1,manuscript_12230,,King's Pote 90,,manuscript,,Kings_90,"F.1r: the seal of ʿIbād Allāh, 1188. Within the body of the codex there are a few places where a long rectangular seal has been erased. Two have been erased either side of the colophon.",,,,,,,,,,,,,,,,,
King's Pote 90_addition_2,manuscript_12230,,King's Pote 90,,manuscript,,Kings_90,Signs of collation.,,,,,,,,,,,,,,,,,
King's Pote 91_addition_1,manuscript_12231,,King's Pote 91,,manuscript,,Kings_91,Signs of collation.,,,,,,,,,,,,,,,,,
King's Pote 92_addition_1,manuscript_12232,,King's Pote 92,,manuscript,,Kings_92,Final folio: two seals (Singh Prad-han) and an inspection note: 7 Ṣafar 1113 (Khwāja Muḥammad).,,,,,,,,,,,,,,,,,
King's Pote 93(1)_addition_1,manuscript_12233,,King's Pote 93(1),,manuscript,,Kings_93_1,"F.1r: three seals including that of Polier (twice) and Kamāl al-dīn Khān, dated 24 Shaʿbān in Shāhjahānābād (a man of that name is also mentioned in the colophon). A note states that the work was written by Abū Ṭālib al-Ḥusaynī. The same author's name appears in the text of f.1v, where it is also stated that the work covers the rule of Timur from age 7-74. It is a translation from a text in Turkic found in the library of a Yemeni ruler.",,,,,,,,,,,,,,,,,
King's Pote 93(2)_addition_1,manuscript_12234,,King's Pote 93(2),,manuscript,,Kings_93_2,F.1r: the seal of Polier.,,,,,,,,,,,,,,,,,
King's Pote 93(2)_addition_2,manuscript_12234,,King's Pote 93(2),,manuscript,,Kings_93_2,Y.,,,,,,,,,,,,,,,,,
King's Pote 94(1)_addition_1,manuscript_12235,,King's Pote 94(1),,manuscript,,Kings_94_1,The manuscript contais marginal notes in black and red (not in Persian).,,,,,,,,,,,,,,,,,
King's Pote 94(2)_addition_1,manuscript_12236,,King's Pote 94(2),,manuscript,,Kings_94_2,The manuscript contais marginal notes in black and red (not in Persian).,,,,,,,,,,,,,,,,,
King's Pote 95_addition_1,manuscript_12237,,King's Pote 95,,manuscript,,Kings_95,"F.11r (the first folio of the main text): a seal (… al-mulk, slave of Shāhjahān). The manuscript contains numerous marginal notes often amounting to a commentary filling the margins.",,,,,,,,,,,,,,,,,
King's Pote 96_addition_1,manuscript_12238,,King's Pote 96,,manuscript,,Kings_96,F.1r: the seal of Polier (1181).,,,,,,,,,,,,,,,,,
King's Pote 98_addition_1,manuscript_12240,,King's Pote 98,,manuscript,,Kings_98,"F.1r: the seal of ʿIbād Allāh, 1188.",,,,,,,,,,,,,,,,,
King's Pote 99_addition_1,manuscript_12241,,King's Pote 99,,manuscript,,Kings_99,Flyleaf: an acquisition note (7 Shawwāl year 45) explains the work is a history of Medina.,,,,,,,,,,,,,,,,,
King's Pote 99_addition_2,manuscript_12241,,King's Pote 99,,manuscript,,Kings_99,Marks of ṣaḥḥa.,,,,,,,,,,,,,,,,,
King's Pote 257_addition_1,manuscript_12260,,King's Pote 257,,manuscript,,Kings_257,"F.1r: numerous notes, some of which are erased (one dated 24 Muḥarram 1159, Shāhjahānābād; another dated 24 Dhū al-Qaʿdah 1158). Final page: an erased seal and an erased note below the colophon recording an owner: ʿAbd Allāh… Kishmīrī. The manuscript contains many marginal notes.",,,,,,,,,,,,,,,,,
King's Pote 257_addition_2,manuscript_12260,,King's Pote 257,,manuscript,,Kings_257,Signs of collation.,,,,,,,,,,,,,,,,,
Or_574_addition_1,manuscript_12339,,Or_574,,manuscript,,Or_574,Compiled in 1190,,,,,,,,,,,,,,,,,
Dd_2_48_1_addition_1,manuscript_12347,,Dd_2_48_1,,manuscript,,Dd_2_48_1,,,,,,,,,,,,,,,,,,
Dd_2_48_2_addition_1,manuscript_12348,,Dd_2_48_2,,manuscript,,Dd_2_48_2,,,,,,,,,,,,,,,,,,
Dd_2_49_addition_1,manuscript_12349,,Dd_2_49,,manuscript,,Dd_2_49,,,,,,,,,,,,,,,,,,
Dd_2_50_addition_1,manuscript_12350,,Dd_2_50,,manuscript,,Dd_2_50,,,,,,,,,,,,,,,,,,
Dd_4_4_addition_1,manuscript_12352,,Dd_4_4,,manuscript,,Dd_4_4,,,,,,,,,,,,,,,,,,
Dd_4_7_addition_1,manuscript_12353,,Dd_4_7,,manuscript,,Dd_4_7,,,,,,,,,,,,,,,,,,
Dd_4_9_addition_1,manuscript_12355,,Dd_4_9,,manuscript,,Dd_4_9,,,,,,,,,,,,,,,,,,
Dd_4_10_addition_1,manuscript_12356,,Dd_4_10,,manuscript,,Dd_4_10,,,,,,,,,,,,,,,,,,
Dd_4_31_addition_1,manuscript_12357,,Dd_4_31,,manuscript,,Dd_4_31,,,,,,,,,,,,,,,,,,
Dd_4_47_addition_1,manuscript_12358,,Dd_4_47,,manuscript,,Dd_4_47,,,,,,,,,,,,,,,,,,
Dd_5_34_addition_1,manuscript_12359,,Dd_5_34,,manuscript,,Dd_5_34,,,,,,,,,,,,,,,,,,
Dd_5_39_addition_1,manuscript_12360,,Dd_5_39,,manuscript,,Dd_5_39,,,,,,,,,,,,,,,,,,
Dd_5_40_addition_1,manuscript_12361,,Dd_5_40,,manuscript,,Dd_5_40,,,,,,,,,,,,,,,,,,
Dd_5_43_addition_1,manuscript_12362,,Dd_5_43,,manuscript,,Dd_5_43,,,,,,,,,,,,,,,,,,
Dd_5_48_addition_1,manuscript_12363,,Dd_5_48,,manuscript,,Dd_5_48,,,,,,,,,,,,,,,,,,
Dd_6_2_addition_1,manuscript_12364,,Dd_6_2,,manuscript,,Dd_6_2,,,,,,,,,,,,,,,,,,
Dd_6_16_addition_1,manuscript_12365,,Dd_6_16,,manuscript,,Dd_6_16,,,,,,,,,,,,,,,,,,
Dd_6_20_addition_1,manuscript_12366,,Dd_6_20,,manuscript,,Dd_6_20,,,,,,,,,,,,,,,,,,
Dd_6_37_addition_1,manuscript_12368,,Dd_6_37,,manuscript,,Dd_6_37,,,,,,,,,,,,,,,,,,
Dd_6_53_addition_1,manuscript_12370,,Dd_6_53,,manuscript,,Dd_6_53,,,,,,,,,,,,,,,,,,
Dd_6_64_addition_1,manuscript_12371,,Dd_6_64,,manuscript,,Dd_6_64,,,,,,,,,,,,,,,,,,
Dd_6_66_addition_1,manuscript_12372,,Dd_6_66,,manuscript,,Dd_6_66,,,,,,,,,,,,,,,,,,
Dd_6_74_addition_1,manuscript_12373,,Dd_6_74,,manuscript,,Dd_6_74,,,,,,,,,,,,,,,,,,
Dd_9_13_addition_1,manuscript_12374,,Dd_9_13,,manuscript,,Dd_9_13,,,,,,,,,,,,,,,,,,
Dd_9_50_addition_1,manuscript_12375,,Dd_9_50,,manuscript,,Dd_9_50,,,,,,,,,,,,,,,,,,
Dd_10_8_addition_1,manuscript_12377,,Dd_10_8,,manuscript,,Dd_10_8,,,,,,,,,,,,,,,,,,
Dd_11_3_addition_1,manuscript_12378,,Dd_11_3,,manuscript,,Dd_11_3,,,,,,,,,,,,,,,,,,
Dd_11_6_addition_1,manuscript_12379,,Dd_11_6,,manuscript,,Dd_11_6,,,,,,,,,,,,,,,,,,
Dd_11_9_addition_1,manuscript_12380,,Dd_11_9,,manuscript,,Dd_11_9,,,,,,,,,,,,,,,,,,
Dd_11_10_addition_1,manuscript_12381,,Dd_11_10,,manuscript,,Dd_11_10,,,,,,,,,,,,,,,,,,
Dd_11_14_addition_1,manuscript_12382,,Dd_11_14,,manuscript,,Dd_11_14,,,,,,,,,,,,,,,,,,
Dd_11_15_addition_1,manuscript_12383,,Dd_11_15,,manuscript,,Dd_11_15,,,,,,,,,,,,,,,,,,
Dd_11_18_addition_1,manuscript_12385,,Dd_11_18,,manuscript,,Dd_11_18,,,,,,,,,,,,,,,,,,
Dd_11_20_addition_1,manuscript_12386,,Dd_11_20,,manuscript,,Dd_11_20,,,,,,,,,,,,,,,,,,
Dd_11_28_addition_1,manuscript_12387,,Dd_11_28,,manuscript,,Dd_11_28,,,,,,,,,,,,,,,,,,
Dd_11_30_addition_1,manuscript_12388,,Dd_11_30,,manuscript,,Dd_11_30,,,,,,,,,,,,,,,,,,
Dd_11_31_addition_1,manuscript_12389,,Dd_11_31,,manuscript,,Dd_11_31,A few rude miniatures with no date or colophon,,,,,,,,,,,,,,,,,
