metadata: binding UID,metadata: file URL,metadata: collection,metadata: ms ID,metadata: shelfmark,overview: binding,overview: condition,overview: decoration,date: contemporary,date: when,date: not before,date: not after,date: certainty,date: calendar,dimensions: height,dimensions: height max,dimensions: height min,dimensions: width,dimensions: width max,dimensions: width min,dimensions: depth,dimensions: depth max,dimensions: depth min,dimensions: unit
Persian_MS_826_binding_1,manuscript_7334,,Persian_MS_826,,"Probably repaired and rebound in the Indian subcontinent, possibly for former owner Jonathan Scott (1574–1829).; Resewn at 2 stations, unsupported, edges trimmed, with twined chevron endbands in yellow and green silk at head and tail. Covered in full maroon goatskin leather, tight-backed, over pasteboards, flush-cut with the edges, but without a lap (Type III binding per Déroche), with internal doublures of the same leather, their excess widths adhered as hinges connecting to the first and last flyleaves to the cover, with strips of paper applied over top to disguise the joins.; 423 249 75",Binding in good condition,,,,1775,1838,,,423.0,423.0,423.0,249.0,249.0,249.0,75.0,75.0,75.0,mm
Persian_MS_828_binding_1,manuscript_7335,,Persian_MS_828,,"Possibly bound in Bengal in the mid-18th century CE. ; Resewn on two recessed cords. Edges trimmed, and striped fabric headbands adhered to head and tail, probably when rebacked in Europe.; 223 141 26","Handle binding with caution. In fair but stable condition, with extensicve wear to the exterior, and abrasion to the rebacked spine.",Board exteriors decorated with dark yellow ochre paper onlays blocked with central mandorals and detached pendants bearing floral designs. Board margins rulled with interior double and exterior triple lines. Rebacked spine panels divided with tripple fillet lines in gold. Also blind tooled with double and sinlge fillet lines. Small typed Persian naskh paper label on the spine.,,,1750,1775,,,223.0,223.0,223.0,141.0,141.0,141.0,26.0,26.0,26.0,mm
Persian_MS_829_binding_1,manuscript_7336,,Persian_MS_829,,"Probably restored and rebound in a British-style binding in Calcutta (Kolkata) for former owner John Herbert Harrington.; Resewn on three recessed cords, laced into pasteboards. Endpapers added of ivory coloured laid paper with ~11 per cm and 31 mm between laid lines, bearing a Britannia watermark surmounting a monogram GJ and countermarked G. Jones , manufactured by 1807Griffith Jones (fl. 1796–1811), who then owned and operated Nash Mills in Hemel Hempstead, Dacorum District, Hertfordshire. 156 78 42 82 Edges trimmed, headbands of ivory and copper coloured silk threads sewn at head and tail. Covered in full dark maroon goatksin leather, tight-backed and tight-jointed. ; 223 141 26","Handle binding with caution. In fair but stable condition, with opening to the gutter margins restricted.","Spine panels palleted with double fillet lines, floral scrollwork vines and diagonal dotted lines on either side, with what may be cornucopia motifs in the centres. Board margins ruled with interior double and exterior triple lines. Spine panels divided with triple fillet lines in gold. Persian lettering inexplicably titled سیور بام(؟).",,,1775,1828,,,223.0,223.0,223.0,141.0,141.0,141.0,26.0,26.0,26.0,mm
Persian_MS_830_binding_1,manuscript_7338,,Persian_MS_830,,"Probably rebound in London for former owner Duncan Forbes (1798–1868).; Resewn on four raised bands, laced into pasteboards. Wove paper added as endpapers at the beginning and end. Edges trimmed but endbands omitted at head and tail. Covered in full dark maroon goatksin leather, tight-backed and tight-jointed. ; 259 187 65","Handle binding with caution. In fair but stable condition, with extensive wear to the exterior, boards yawning at the fore-edge, abrasion to bands and head and tail caps on the spine, and opening to the gutter margins restricted.","Spine panels palleted with thick-and-thin fillet lines on either sides of the bands, with floral bouquets in the centres, and title omitted. Board margins tooled with a decorative roll of rope designs in gold, and the edges with an alternating solid and dotted diagonal roll.",,,1828,1866,,,259.0,259.0,259.0,187.0,187.0,187.0,65.0,65.0,65.0,mm
Persian_MS_832_binding_1,manuscript_7340,,Persian_MS_832,,"Probably rebound in the Indian subcontinent in a hybrid British-Indian style, possibly for former Henry George Keene.; Resewn on two recessed cord supports, laced into pasteboards. Edges trimmed, spattered pale gray, and decorative front-bead endbands sewn at at head and tail. Covered in full smooth-grained maroon goatskin leather.; 244 149 42","Handle binding with caution. In fair but stable condition, with the upper headcap torn and headband broken.","Boards diced on the exteriors, with the margins repeatedly stamped with a rosette in blind. Spine panels divided with single fillet lines in gold, with a green leather label titled: LIFE OF. CHRIST IN PERSIAN",,,1775,1804,,,244.0,244.0,244.0,149.0,149.0,149.0,42.0,42.0,42.0,mm
Persian_MS_833_binding_1,manuscript_7341,,Persian_MS_833,,"Rebound as an adehsive binding in late 19th century, probably for former owner Alexander Lindsay, 25th Earl of Crawford. Machine-made wove endpapers added at front and back, edges and spine trimmed, adhesive bound with green cloth stuck-on endbands applied to head and tail and a cloth lining. Covered in half maroon pebble-grained morocco goatskin leather, and 'Spanish' wave patterned marbled paper sides.; 267 176 81",Hand binding with caution. Volume completely disbound. Boxed.,Spine titled HUMÀYÙNNÀMAH.–PERSIAN MS.,,,1775,1838,,,267.0,267.0,267.0,176.0,176.0,176.0,81.0,81.0,81.0,mm
Persian_MS_834_binding_1,manuscript_7342,,Persian_MS_834,,"Probably bound in the ; Sewn. Edges trimmed, and chevron endbands of blue and yellow threads twined at head and tail. Typed spine label; 359 228 40","Handle binding with caution. In fair but stable condition, with cracks in the lacquer and abrasion to the leather, headcaps torn, and textblock protruding from teh covers due to loose sewing.",,,,1775,1838,,,359.0,359.0,359.0,228.0,228.0,228.0,40.0,40.0,40.0,mm
Persian_MS_837_binding_1,manuscript_7345,,Persian_MS_837,,"Possibly rebound in a hybrid British-Indian style in Dinajpur, Bengal in 1793 by former owner James Ross .; European made endpapers with ~11 laid lines per cm and 29 mm between laid lines added at front and back. Single flexible resewing on four cords laced into pasteboard. Edges trimmed and front-bead European-style decorative endbands sewn in tan and white threads at head and tail. Covered in full medium red goatskin leather, tight-backed with four raised bands.; 254 183 67","Handle binding with caution. In fair but stable condition, with extensive wear and abrasion to the exterior, bumped corners, and chipped headcap. The first right flyleaf a side (f. ia) cut.",Boards margins decorated with floret dots and single fillet lines in pairs on either side. Spine bears a small printed paper label in Persian.,,,1775,1838,,,254.0,254.0,254.0,183.0,183.0,183.0,67.0,67.0,67.0,mm
Persian_MS_839_binding_1,manuscript_7347,,Persian_MS_839,,"Possibly rebound for a former owner in an amateur European manner, possibly Edward Galley (ca. 1750–1804), possibly in either Bandar-i Būshahr (Bushire) or Surat.; Textblock repaired and thin-weight, cross-grained eggshell-coloured endpapers, with ~9 laid lines per mm and no discernible chain lines, added at the beginning and end. Resewn on three cord supports, laced into pasteboards. Edges roughly hand-trimmed with pre-manufactured hand-stitched European-style front-bead endbands adhered at head and tail. Covered in full, smooth, medium-brown goatskin leather, with three raised bands on the spine, with .; 249 136 46","Handle with caution. Binding in fair but stable condition, with with external wear, breaking internal joints, and several breaks in the sewing.","The binding bears no decoration other than rectangular labels applied to the right board exterior and the second spine panel from the top bears the title in Persian, the former in handwritten nasta‘līq, the latter in naskh script cut out from a printed catalogue.",,,1775,1804,,,249.0,249.0,249.0,136.0,136.0,136.0,46.0,46.0,46.0,mm
Persian_MS_840_binding_1,manuscript_7349,,Persian_MS_840,,"Probably rebound in Britain, possibly for former owner Duncan Forbes.; British-made thin-weight, cream-coloured wove endpapers added to the beginning and end. Resewn on three recessed cords laced into pastebaords. Edges trimmed, spattered gray-blue, with blue and white striped cloth endbands adhered to head and tail. Covered in half marbled calf leather, tigh-backed and tight-jointed, with Empire-patterned marbled paper sides and squares along the edges.; 219 123 25","Handle binding with caution. In fair but stable condition, with extensive abrasion to the exterior.",Spine panels paletted with gold single fillet lines. A red goatskin skiver label titled with two of the three works within the volume.,,,1775,1838,,,219.0,219.0,219.0,123.0,123.0,123.0,25.0,25.0,25.0,mm
Persian_MS_841_binding_1,manuscript_7350,,Persian_MS_841,,"Probably rebound in London for former owner Duncan Forbes. ; Endpapers prepared of British-made thin-weight, cream-coloured wove sitff-leaved with bluish-green flocked paper added to the beginning and end. Resewn on three recessed cords laced into pastebaords. Edges trimmed, spattered pale tan, with red and white striped cloth endbands adhered to head and tail. Covered in half reddish-brown coloured calf leather, hollow-backed and tight-jointed, with 'Spanish' wave-patterned marbled paper sides and squares along the edges.; 273 169 29","Binding in fair but stable condition, with spine faded, corners bumpes, and extensive abrasion to the exterior and board edges.",Spine panels paletted with gold double fillet lines with the titles of three works lettered in gold.,,,1775,1838,,,273.0,273.0,273.0,169.0,169.0,169.0,29.0,29.0,29.0,mm
Persian_MS_842_binding_1,manuscript_7351,,Persian_MS_842,,;,,,,,1775,1838,,,,,,,,,,,,mm
Persian_MS_843_binding_1,manuscript_7352,,Persian_MS_843,,"Rebound in 1873 probably by Stephen Austin & Sons in Hertford, (possibly by a member of the Henington family of bookbinders, whom previously completed fine bindings commissioned by the East India Company), arranged through Bernard Quaritch (1819–1899) for Alexander Lindsay, 25th Earl of Crawford (1812–1880), along with eight other manuscripts, including Rylands . This firm previously worked for Persian MS 848East India College at Haileybury until it closed in 1858. They employed the same dies on a Prakit grammer held in the British Library, C188a73. Resewn on five recessed cords all-along, then laced into the pasteboards. Edges then trimmed and gilt, with European-style front bead decorative enbands worked in yellow and green silk at head and tail. Recovered in an Islamic-inspired binding in full, pebble-grained maroon morocco goatskin leather, with fore-edge flap (type II binding per Déroche et al), with straight-grained black basil sheepskin leather lining the flap interior and maroon coated paper endpapers. ; 313 216 62","Binding in good condition, but with exterior joints, headcaps, and corners scuffed. Migratory stains from an earlier, probably medieval, envelope flap evident on pages 218 and 219. Boxed.","Exterior gold blocked with central medallions, attached pendants, and corners all featuring intaglio-carved arabesque designs on a gilt ground, joined by a single gilt fillet line, while the board margins bear double fillets. Spine panels, head, and tail paletted with four decorative floriate scrollwork bands, with double fillets either side, and titled HADÍQATU'L-HAQÍKAT. HAKÍM SANÁIÍ. PERSIAN MS. A. H. 681..Interior flap lined with black straight-grained sheepskin basil leather. Interior dentelles of the boards blind tooled with a floriate arabesque decorative roll. Stiff-leaved maroon-coloured coated paper endpapers, with wove flyleaves.",,1873,1873,1873,,#Gregorian,313.0,313.0,313.0,216.0,216.0,216.0,62.0,62.0,62.0,mm
